,City,State,Shape,Sight_Date,Sight_Time,Sight_Weekday,Sight_Day,Sight_Month
466,Nashville,IN,Fireball,1999-11-16,18:00,Terça-feira,16,11
469,Henderson,KY,Light,1999-11-10,10:35,Quarta-feira,10,11
470,San Francisco,CA,Light,1999-11-08,19:00,Segunda-feira,8,11
472,San Mateo,CA,Disk,1999-11-05,17:30,Sexta-feira,5,11
473,Radcliffe,TN,Unknown,1999-11-04,23:11,Quinta-feira,4,11
474,Torrance,CA,Triangle,1999-11-01,20:00,Segunda-feira,1,11
475,Ephrata,WA,Triangle,1999-11-01,18:00,Segunda-feira,1,11
476,Walker County (not in city),TX,Circle,1999-11-01,15:00,Segunda-feira,1,11
477,Las Vegas,NV,Oval,1999-11-01,04:00,Segunda-feira,1,11
478,Boaz,AL,Cigar,1999-12-31,01:00,Sexta-feira,31,12
479,SC/NC (I-85),SC,Fireball,1999-12-28,22:00,Terça-feira,28,12
480,Lake Shasta,CA,Light,1999-12-28,02:00,Terça-feira,28,12
481,Fulton,AR,Triangle,1999-12-23,20:30,Quinta-feira,23,12
484,Gibsonville,NC,Sphere,1999-12-16,07:15,Quinta-feira,16,12
485,Colombiana,AL,Rectangle,1999-12-05,04:20,Domingo,5,12
487,Deming,NM,Changing,1999-12-04,02:00,Sábado,4,12
488,Fairborn,OH,Unknown,1999-12-02,02:00,Quinta-feira,2,12
489,Cape Canaveral,FL,Light,2000-01-31,21:00,Segunda-feira,31,1
492,Orland,CA,Triangle,2000-01-17,21:40,Segunda-feira,17,1
493,West Fargo,ND,Sphere,2000-01-15,22:30,Sábado,15,1
494,Lake Charles,LA,Light,2000-01-15,20:00,Sábado,15,1
496,Erie (area),PA,Unknown,2000-01-10,22:00,Segunda-feira,10,1
498,St. Louis (MO)/Columbia (IL),MO,Unknown,2000-01-05,04:30,Quarta-feira,5,1
500,Scottsdale,AZ,Light,2000-01-04,20:30,Terça-feira,4,1
501,Union,MO,Triangle,2000-01-04,03:15,Terça-feira,4,1
502,Jacksonville,FL,Rectangle,2000-01-02,00:00,Domingo,2,1
503,Mesa,AZ,Oval,2000-01-02,00:30,Domingo,2,1
505,Patoka,IL,Triangle,2000-01-01,21:00,Sábado,1,1
507,Clovis,CA,Light,2000-01-01,05:00,Sábado,1,1
508,Omaha,NE,Light,2000-01-01,01:00,Sábado,1,1
509,New York City (Brooklyn),NY,Disk,2000-02-26,10:00,Sábado,26,2
510,Billings,MT,Circle,2000-02-23,19:00,Quarta-feira,23,2
512,Rockford,IL,Fireball,2000-02-16,21:30,Quarta-feira,16,2
513,Appleton,WI,Formation,2000-02-16,09:35,Quarta-feira,16,2
514,Hubbard,OR,Rectangle,2000-02-15,23:00,Terça-feira,15,2
515,Fairbanks,AK,Light,2000-02-15,22:15,Terça-feira,15,2
516,Honolulu,HI,Disk,2000-02-15,12:30,Terça-feira,15,2
517,Petrified Forest National Park,AZ,Oval,2000-02-15,04:00,Terça-feira,15,2
518,Petrified Forest National Park,AZ,Oval,2000-02-15,04:00,Terça-feira,15,2
519,Tucson,AZ,Unknown,2000-02-11,19:20,Sexta-feira,11,2
520,Columbia,MO,Unknown,2000-02-09,08:25,Quarta-feira,9,2
521,Duluth,GA,Other,2000-02-06,23:00,Domingo,6,2
523,Elk Grove,CA,Other,2000-02-02,01:00,Quarta-feira,2,2
524,Flagstaff,AZ,Unknown,2000-02-01,23:30,Terça-feira,1,2
525,New York City (Bronx),NY,Other,2000-02-01,20:30,Terça-feira,1,2
526,Cottage Grove,OR,Triangle,2000-02-01,09:00,Terça-feira,1,2
527,Lynn,AL,Triangle,2000-02-01,02:30,Terça-feira,1,2
528,Flagstaff,AZ,Unknown,2000-02-01,01:00,Terça-feira,1,2
529,Westborough,MA,Triangle,2000-03-31,20:30,Sexta-feira,31,3
530,Gilbert,AZ,Circle,2000-03-30,18:52,Quinta-feira,30,3
532,Charleston,SC,Circle,2000-03-13,21:00,Segunda-feira,13,3
533,Sedona,AZ,Other,2000-03-12,15:00,Domingo,12,3
534,San Antonio,TX,Circle,2000-03-12,04:00,Domingo,12,3
535,Houston,TX,Disk,2000-03-01,23:00,Quarta-feira,1,3
536,Sterling,CO,Rectangle,2000-03-01,19:00,Quarta-feira,1,3
537,Coram,NY,Light,2000-03-01,04:45,Quarta-feira,1,3
538,Palm Springs (outside of),CA,Triangle,2000-04-27,09:15,Quinta-feira,27,4
542,Great Falls,MT,Unknown,2000-04-24,23:30,Segunda-feira,24,4
543,Aztec (northwest of),NM,Triangle,2000-04-18,12:00,Terça-feira,18,4
544,Sedona,AZ,Sphere,2000-04-15,23:00,Sábado,15,4
548,Sunflower,AZ,Triangle,2000-04-10,00:00,Segunda-feira,10,4
549,Schuyler County area,IL,Oval,2000-04-09,22:30,Domingo,9,4
550,Springfield (??) (Schuyler County),IL,Oval,2000-04-09,22:30,Domingo,9,4
551,Perris,CA,Circle,2000-04-06,14:00,Quinta-feira,6,4
552,Cortez,CO,Other,2000-04-05,23:00,Quarta-feira,5,4
553,Del Mar (Rancho Sante Fe),CA,Formation,2000-04-01,19:00,Sábado,1,4
554,Chicago,IL,Sphere,2000-04-01,17:50,Sábado,1,4
555,Schuyler County,IL,Light,2000-05-30,22:07,Terça-feira,30,5
556,Victor,NY,Disk,2000-05-25,20:00,Quinta-feira,25,5
557,Benedicta,ME,Sphere,2000-05-20,13:00,Sábado,20,5
558,Wolsey,SD,Fireball,2000-05-15,23:00,Segunda-feira,15,5
559,New Rochelle,NY,Circle,2000-05-15,20:00,Segunda-feira,15,5
560,Anderson,CA,Cigar,2000-05-15,15:30,Segunda-feira,15,5
561,Los Angeles,CA,Triangle,2000-05-15,04:00,Segunda-feira,15,5
563,Otisville,MI,Unknown,2000-05-10,22:00,Quarta-feira,10,5
564,Saucier,MS,Circle,2000-05-10,17:00,Quarta-feira,10,5
565,Denver,CO,Other,2000-05-08,01:05,Segunda-feira,8,5
567,Red Shirt (near),SD,Light,2000-05-01,23:00,Segunda-feira,1,5
568,Centerville,OH,Triangle,2000-05-01,22:00,Segunda-feira,1,5
569,Westlake,LA,Light,2000-05-01,21:00,Segunda-feira,1,5
570,Ewa Beach,HI,Triangle,2000-06-30,00:00,Sexta-feira,30,6
571,Hollister,CA,Circle,2000-06-30,22:00,Sexta-feira,30,6
572,Bedford,NY,Light,2000-06-30,22:00,Sexta-feira,30,6
573,Buffalo,NY,Triangle,2000-06-30,22:00,Sexta-feira,30,6
574,Sycamore,OH,Triangle,2000-06-30,21:35,Sexta-feira,30,6
575,Lincoln,NE,Formation,2000-06-30,21:30,Sexta-feira,30,6
577,Bennington,VT,Other,2000-06-30,20:00,Sexta-feira,30,6
578,West Gardiner,ME,Cigar,2000-06-30,19:00,Sexta-feira,30,6
579,Springboro,PA,Circle,2000-06-30,15:00,Sexta-feira,30,6
580,Auburn,WA,Circle,2000-06-30,12:00,Sexta-feira,30,6
584,Las Vegas,NV,Triangle,2000-06-30,02:30,Sexta-feira,30,6
586,Cranston,RI,Unknown,2000-06-25,02:25,Domingo,25,6
587,Stranger,KS,Other,2000-06-22,14:00,Quinta-feira,22,6
588,Salida,CA,Triangle,2000-06-20,20:00,Terça-feira,20,6
589,Clifton,NJ,Other,2000-06-20,00:00,Terça-feira,20,6
590,Monroe,NY,Rectangle,2000-06-18,23:06,Domingo,18,6
591,Seattle,WA,Other,2000-06-15,23:11,Quinta-feira,15,6
592,Millville,NJ,Triangle,2000-06-15,23:00,Quinta-feira,15,6
594,Cape May Court House,NJ,Light,2000-06-15,22:00,Quinta-feira,15,6
596,Caarthage,MS,Triangle,2000-06-15,17:45,Quinta-feira,15,6
597,Gallon (general area),OH,Sphere,2000-06-15,13:00,Quinta-feira,15,6
598,Dayton (Wright-Patterson AFB),OH,Other,2000-06-15,05:00,Quinta-feira,15,6
599,Casper,WY,Oval,2000-06-13,22:00,Terça-feira,13,6
601,Orofino/Weippe,ID,Triangle,2000-06-10,21:30,Sábado,10,6
603,Ely (Boundary Waters CA),MN,Light,2000-06-07,21:30,Quarta-feira,7,6
607,Buckley,WA,Disk,2000-06-01,23:00,Quinta-feira,1,6
608,Santa Fe,NM,Triangle,2000-06-01,21:30,Quinta-feira,1,6
609,Cary,NC,Other,2000-06-01,21:00,Quinta-feira,1,6
611,Macon,GA,Other,2000-06-01,15:00,Quinta-feira,1,6
612,Albuquerque,NM,Light,2000-06-01,15:00,Quinta-feira,1,6
613,Milledgeville,GA,Oval,2000-06-01,15:00,Quinta-feira,1,6
614,San Francisco,CA,Formation,2000-06-01,02:00,Quinta-feira,1,6
615,San Pedro,CA,Oval,2000-06-01,01:00,Quinta-feira,1,6
616,Auburn,WA,Oval,2000-06-01,01:00,Quinta-feira,1,6
617,Joshua Tree National Park,CA,Oval,2000-06-01,00:00,Quinta-feira,1,6
618,Lubbock,TX,Fireball,2000-07-26,22:00,Quarta-feira,26,7
619,Sturgeon Bay,WI,Other,2000-07-25,22:23,Terça-feira,25,7
620,Milwaukee,WI,Formation,2000-07-24,10:00,Segunda-feira,24,7
621,Glendale,AZ,Circle,2000-07-23,20:30,Domingo,23,7
622,Deming,NM,Unknown,2000-07-20,21:30,Quinta-feira,20,7
623,South Padre Island,TX,Oval,2000-07-20,21:00,Quinta-feira,20,7
625,Longbranch,NJ,Flash,2000-07-20,01:30,Quinta-feira,20,7
626,Lake City,CA,Light,2000-07-17,22:30,Segunda-feira,17,7
628,Issaquah,WA,Changing,2000-07-16,09:00,Domingo,16,7
629,Loves Park,IL,Triangle,2000-07-15,22:00,Sábado,15,7
630,Los Angeles,CA,Triangle,2000-07-15,18:00,Sábado,15,7
631,Vernal,UT,Disk,2000-07-15,12:00,Sábado,15,7
633,Miami,FL,Cigar,2000-07-15,01:00,Sábado,15,7
635,Portland,OR,Flash,2000-07-14,02:00,Sexta-feira,14,7
636,Casa,AR,Cigar,2000-07-12,23:00,Quarta-feira,12,7
637,Frederick,MD,Sphere,2000-07-07,01:45,Sexta-feira,7,7
638,Highland Park,IL,Fireball,2000-07-07,01:00,Sexta-feira,7,7
639,Dawsonville,GA,Triangle,2000-07-06,00:00,Quinta-feira,6,7
640,Pacific City,OR,Light,2000-07-04,21:00,Terça-feira,4,7
641,Mount Pleasant,SC,Circle,2000-07-02,21:15,Domingo,2,7
643,Palmyra,NY,Unknown,2000-07-01,22:00,Sábado,1,7
644,Sewell,NJ,Rectangle,2000-07-01,21:00,Sábado,1,7
645,Stockton,CA,Disk,2000-07-01,19:00,Sábado,1,7
646,Bellingham,WA,Triangle,2000-07-01,19:00,Sábado,1,7
647,Waco,TX,Circle,2000-07-01,17:00,Sábado,1,7
648,Ogden,UT,Oval,2000-07-01,16:00,Sábado,1,7
649,Austin,TX,Cigar,2000-07-01,16:00,Sábado,1,7
650,Naugatuck,CT,Sphere,2000-07-01,13:00,Sábado,1,7
651,"Tylertown, MS/Memphis,TN",MS,Light,2000-07-01,04:00,Sábado,1,7
652,Indianapolis,IN,Triangle,2000-07-01,03:00,Sábado,1,7
653,Santa Rosa,CA,Sphere,2000-07-01,01:00,Sábado,1,7
654,New York City (Brooklyn),NY,Light,2000-08-20,23:00,Domingo,20,8
655,New York City (Brooklyn),NY,Light,2000-08-20,23:00,Domingo,20,8
656,Yorba Linda,CA,Other,2000-08-16,23:10,Quarta-feira,16,8
657,Mackinaw (20 min south of; on hwy 75),MI,Changing,2000-08-15,23:00,Terça-feira,15,8
659,Burke,VA,Circle,2000-08-15,21:00,Terça-feira,15,8
660,Beaumont,TX,Unknown,2000-08-15,17:00,Terça-feira,15,8
661,Derby,KS,Triangle,2000-08-12,22:00,Sábado,12,8
662,Wallingford,CT,Triangle,2000-08-12,20:45,Sábado,12,8
663,Fresno,CA,Triangle,2000-08-12,02:00,Sábado,12,8
665,Marathon Key,FL,Sphere,2000-08-03,23:00,Quinta-feira,3,8
666,Campo,CA,Changing,2000-08-01,23:00,Terça-feira,1,8
667,Los Angeles,CA,Triangle,2000-08-01,18:00,Terça-feira,1,8
668,Turkey,TX,Circle,2000-08-01,13:00,Terça-feira,1,8
669,Canoga Park,CA,Sphere,2000-09-30,18:24,Sábado,30,9
670,North Texas,TX,Fireball,2000-09-30,02:00,Sábado,30,9
672,San Jose,CA,Oval,2000-09-21,23:00,Quinta-feira,21,9
675,San Francisco,CA,Light,2000-09-17,16:00,Domingo,17,9
677,Harrington,WA,Rectangle,2000-09-15,02:30,Sexta-feira,15,9
678,Duncan,OK,Other,2000-09-15,02:00,Sexta-feira,15,9
679,Anoka,MN,Circle,2000-09-11,18:00,Segunda-feira,11,9
681,Holts Summit,MO,Unknown,2000-09-03,22:00,Domingo,3,9
682,South Bend,IN,Triangle,2000-09-01,22:00,Sexta-feira,1,9
683,Sedona,AZ,Fireball,2000-09-01,22:00,Sexta-feira,1,9
684,Sugar Creek,MO,Triangle,2000-09-01,22:00,Sexta-feira,1,9
685,Union,MO,Other,2000-09-01,18:00,Sexta-feira,1,9
687,Pottsboro,TX,Other,2000-09-01,08:00,Sexta-feira,1,9
688,Sipsey,AL,Disk,2000-10-31,20:00,Terça-feira,31,10
689,Boise,ID,Circle,2000-10-31,07:00,Terça-feira,31,10
690,Fairview,MI,Disk,2000-10-29,20:00,Domingo,29,10
691,Munhall,PA,Light,2000-10-25,00:00,Quarta-feira,25,10
692,Nolensville,TN,Unknown,2000-10-23,14:00,Segunda-feira,23,10
693,McKinney,TX,Light,2000-10-18,22:15,Quarta-feira,18,10
694,Greensboro,NC,Oval,2000-10-15,22:00,Domingo,15,10
695,Portland,OR,Circle,2000-10-15,20:00,Domingo,15,10
696,Commerce City to Henderson,CO,Triangle,2000-10-15,17:00,Domingo,15,10
697,Mt. Kisco,NY,Light,2000-10-15,04:00,Domingo,15,10
698,Nassau Bay,TX,Oval,2000-10-15,04:00,Domingo,15,10
700,Pratt,KS,Triangle,2000-10-15,00:00,Domingo,15,10
701,Forest Hills,NY,Circle,2000-10-13,01:00,Sexta-feira,13,10
702,Whittier,CA,Light,2000-10-11,23:30,Quarta-feira,11,10
704,Waterville Valley,NH,Other,2000-10-09,19:00,Segunda-feira,9,10
707,Wheaton,MD,Triangle,2000-10-01,20:00,Domingo,1,10
708,Madera,CA,Light,2000-10-01,14:00,Domingo,1,10
712,Albuquerque,NM,Other,2000-11-15,21:00,Quarta-feira,15,11
713,Sidney,TX,Other,2000-11-15,18:00,Quarta-feira,15,11
714,Hartford,ME,Unknown,2000-11-15,01:00,Quarta-feira,15,11
715,Jackson,TN,Triangle,2000-11-12,09:00,Domingo,12,11
716,Syracuse,NY,Triangle,2000-11-10,23:00,Sexta-feira,10,11
717,Roseville,CA,Triangle,2000-11-07,22:00,Terça-feira,7,11
718,South Roxana,PA,Light,2000-11-04,19:00,Sábado,4,11
719,Garland,TX,Unknown,2000-11-04,00:20,Sábado,4,11
721,Berthoud Pass,CO,Triangle,2000-12-29,19:30,Sexta-feira,29,12
722,Mansfield,TX,Flash,2000-12-28,12:00,Quinta-feira,28,12
723,Kea'au,HI,Sphere,2000-12-27,15:00,Quarta-feira,27,12
725,Orlando,FL,Triangle,2000-12-19,20:00,Terça-feira,19,12
726,Pioneer,TN,Light,2000-12-16,00:45,Sábado,16,12
727,Savoonga,AK,Disk,2000-12-15,10:00,Sexta-feira,15,12
728,Marshfield,WI,Light,2000-12-10,15:00,Domingo,10,12
729,Mankato,MN,Other,2000-12-10,03:30,Domingo,10,12
731,Independence,KS,Light,2001-01-30,22:00,Terça-feira,30,1
732,Chicago,IL,Sphere,2001-01-30,02:00,Terça-feira,30,1
733,Tunica,MS,Circle,2001-01-18,23:00,Quinta-feira,18,1
734,Princeton,WV,Unknown,2001-01-12,02:00,Sexta-feira,12,1
735,Rockford,IL,Light,2001-01-11,21:00,Quinta-feira,11,1
736,Miramar,FL,Formation,2001-01-01,22:30,Segunda-feira,1,1
738,Oceanside,CA,Light,2001-01-01,18:00,Segunda-feira,1,1
741,Sacramento,CA,Circle,2001-01-01,01:00,Segunda-feira,1,1
742,Bowmansville,PA,Unknown,2001-02-22,05:30,Quinta-feira,22,2
743,Columbus,GA,Triangle,2001-02-21,22:10,Quarta-feira,21,2
745,Sandy City,UT,Circle,2001-02-15,20:00,Quinta-feira,15,2
747,Wichita,KS,Flash,2001-02-15,00:05,Quinta-feira,15,2
750,Castle Creek,NY,Other,2001-02-13,22:00,Terça-feira,13,2
751,Baldwin/Jacksonville,MD,Light,2001-02-11,06:45,Domingo,11,2
752,Okmulgee,OK,Triangle,2001-02-08,11:00,Quinta-feira,8,2
755,Bellevue,WA,Circle,2001-02-01,05:45,Quinta-feira,1,2
756,Palmer,AK,Light,2001-03-30,22:00,Sexta-feira,30,3
757,San Jose,CA,Disk,2001-03-26,13:00,Segunda-feira,26,3
758,Orlando & Daytona (between),FL,Triangle,2001-03-22,00:30,Quinta-feira,22,3
760,Frontenac,MN,Unknown,2001-03-15,21:00,Quinta-feira,15,3
762,Redding,CA,Light,2001-03-14,18:30,Quarta-feira,14,3
763,Salt Lake City,UT,Unknown,2001-03-13,19:00,Terça-feira,13,3
765,West Middlesex,PA,Sphere,2001-03-10,22:30,Sábado,10,3
767,Clarion,PA,Disk,2001-03-01,22:00,Quinta-feira,1,3
768,Indialantic,FL,Sphere,2001-03-01,19:00,Quinta-feira,1,3
769,Edwardsville,IL,Rectangle,2001-04-30,23:00,Segunda-feira,30,4
770,Amherst,VA,Unknown,2001-04-28,23:00,Sábado,28,4
771,Albuquerque,NM,Light,2001-04-26,03:00,Quinta-feira,26,4
775,Hamilton,AL,Other,2001-04-19,20:30,Quinta-feira,19,4
776,McLouth,KS,Circle,2001-04-18,23:30,Quarta-feira,18,4
777,Salt Lake City,UT,Disk,2001-04-15,23:30,Domingo,15,4
778,Princeton,WV,Light,2001-04-15,19:00,Domingo,15,4
779,Hanford Nuclear Reservation,WA,Sphere,2001-04-15,14:30,Domingo,15,4
780,Soap Lake,WA,Triangle,2001-04-15,10:30,Domingo,15,4
781,Woodland,WA,Oval,2001-04-01,21:00,Domingo,1,4
782,Port Angeles,WA,Unknown,2001-04-01,03:30,Domingo,1,4
783,Alton,NH,Flash,2001-04-01,02:00,Domingo,1,4
784,Meriden,CT,Circle,2001-05-30,12:00,Quarta-feira,30,5
787,Murphy,NC,Light,2001-05-24,22:00,Quinta-feira,24,5
788,Ashland,KY,Sphere,2001-05-23,22:00,Quarta-feira,23,5
789,Denver,CO,Oval,2001-05-20,14:00,Domingo,20,5
790,Roanoke,VA,Sphere,2001-05-18,20:17,Sexta-feira,18,5
791,Dania Beach (fishing pier),FL,Light,2001-05-18,03:30,Sexta-feira,18,5
792,Joliet,IL,Sphere,2001-05-17,15:00,Quinta-feira,17,5
795,New York City (Manhattan),NY,Oval,2001-05-15,13:00,Terça-feira,15,5
796,Franklin,NY,Light,2001-05-14,22:00,Segunda-feira,14,5
799,Phelan,CA,Fireball,2001-05-05,17:00,Sábado,5,5
800,Santa Cruz,CA,Disk,2001-05-05,12:00,Sábado,5,5
801,Noble,OK,Rectangle,2001-05-01,21:00,Terça-feira,1,5
802,Henderson,NV,Unknown,2001-05-01,17:30,Terça-feira,1,5
804,Palm Springs/Blythe (between),AZ,Changing,2001-05-01,01:00,Terça-feira,1,5
805,Pine Bush,NY,Triangle,2001-06-30,23:00,Sábado,30,6
806,Minnesota (unspecified location),MN,Light,2001-06-30,22:00,Sábado,30,6
808,Crestline,TN,Light,2001-06-30,21:00,Sábado,30,6
812,Howland,OH,Triangle,2001-06-30,20:00,Sábado,30,6
813,Garden Grove,CA,Rectangle,2001-06-30,20:00,Sábado,30,6
814,Atlantic Highlands,NJ,Sphere,2001-06-30,20:00,Sábado,30,6
815,Delray Beach,FL,Unknown,2001-06-30,19:00,Sábado,30,6
818,Parrish,FL,Other,2001-06-30,12:00,Sábado,30,6
819,Nevada desert (rural; unspecified by witness),NV,Oval,2001-06-30,11:00,Sábado,30,6
820,Florahome,FL,Circle,2001-06-30,10:45,Sábado,30,6
821,Enon,OH,Light,2001-06-30,05:00,Sábado,30,6
823,Lafollette,TN,Circle,2001-06-30,01:00,Sábado,30,6
824,Santa Rosa,CA,Other,2001-06-30,00:30,Sábado,30,6
825,UNKNOWN,PA,Oval,2001-06-29,01:35,Sexta-feira,29,6
826,Dalton,GA,Circle,2001-06-22,10:37,Sexta-feira,22,6
827,San Antonio,TX,Sphere,2001-06-21,13:00,Quinta-feira,21,6
828,Harlowton,MT,Circle,2001-06-21,02:52,Quinta-feira,21,6
829,Tucson,AZ,Unknown,2001-06-20,01:00,Quarta-feira,20,6
830,Myrtle Beach,SC,Sphere,2001-06-15,23:00,Sexta-feira,15,6
831,Cutler,CA,Circle,2001-06-15,22:00,Sexta-feira,15,6
832,Littleton,CO,Disk,2001-06-15,15:00,Sexta-feira,15,6
833,Florence,SC,Disk,2001-06-11,13:00,Segunda-feira,11,6
834,Follansbee,WV,Other,2001-06-11,00:00,Segunda-feira,11,6
836,Springfield,SD,Unknown,2001-06-08,00:00,Sexta-feira,8,6
837,Provo,UT,Light,2001-06-05,03:30,Terça-feira,5,6
839,Hilton Head,NC,Light,2001-06-01,23:00,Sexta-feira,1,6
840,Coulterville,CA,Fireball,2001-06-01,23:00,Sexta-feira,1,6
841,Various,CA,Sphere,2001-06-01,21:30,Sexta-feira,1,6
842,Jackson,GA,Rectangle,2001-06-01,21:00,Sexta-feira,1,6
843,Shirley,AR,Light,2001-06-01,16:00,Sexta-feira,1,6
845,Lake in the Hills,IL,Disk,2001-07-29,22:00,Domingo,29,7
846,East Prospect,PA,Fireball,2001-07-24,18:30,Terça-feira,24,7
847,Spring Valley,NV,Cigar,2001-07-23,00:09,Segunda-feira,23,7
850,Gobles,MI,Light,2001-07-20,00:30,Sexta-feira,20,7
852,Somersworth,NH,Unknown,2001-07-17,22:00,Terça-feira,17,7
853,Marlboro,NJ,Disk,2001-07-17,21:00,Terça-feira,17,7
854,Marlboro Township,NJ,Disk,2001-07-17,20:30,Terça-feira,17,7
855,Harrison,MI,Light,2001-07-16,22:00,Segunda-feira,16,7
857,Boone,NC,Triangle,2001-07-15,23:00,Domingo,15,7
858,Hamlin,NY,Unknown,2001-07-15,21:00,Domingo,15,7
859,El Paso,TX,Other,2001-07-15,16:15,Domingo,15,7
861,Oklahoma City,OK,Unknown,2001-07-15,03:16,Domingo,15,7
862,Wilmington,CA,Fireball,2001-07-15,03:00,Domingo,15,7
863,Ainsworth,NE,Light,2001-07-15,01:15,Domingo,15,7
864,Wilkes-Barre,PA,Triangle,2001-07-15,00:00,Domingo,15,7
865,Joshua Tree,CA,Light,2001-07-14,22:30,Sábado,14,7
866,Cleveland,TX,Fireball,2001-07-12,21:09,Quinta-feira,12,7
868,West Chester,OH,Fireball,2001-07-10,00:00,Terça-feira,10,7
869,Spring Valley,CA,Sphere,2001-07-09,20:00,Segunda-feira,9,7
870,North Bend,OR,Light,2001-07-07,21:00,Sábado,7,7
875,Doniphan,MO,Triangle,2001-07-02,22:00,Segunda-feira,2,7
876,Hallandale,FL,Circle,2001-07-01,23:00,Domingo,1,7
877,Knife River,MN,Triangle,2001-08-28,22:30,Terça-feira,28,8
878,Burlington,NJ,Oval,2001-08-28,22:00,Terça-feira,28,8
880,Denver,CO,Fireball,2001-08-20,13:00,Segunda-feira,20,8
882,Seaside Heights,NJ,Light,2001-08-16,22:00,Quinta-feira,16,8
884,Enosburg Falls,VT,Triangle,2001-08-15,21:45,Quarta-feira,15,8
885,Lawton,OK,Other,2001-08-15,03:00,Quarta-feira,15,8
886,Lancaster,OH,Light,2001-08-13,22:31,Segunda-feira,13,8
887,Jupiter,FL,Triangle,2001-08-12,22:30,Domingo,12,8
889,Nampa,ID,Disk,2001-08-07,23:00,Terça-feira,7,8
890,Cottage Grove,OR,Triangle,2001-08-01,21:30,Quarta-feira,1,8
891,Federal Way,WA,Disk,2001-08-01,12:00,Quarta-feira,1,8
892,Ashburn,VA,Other,2001-08-01,03:00,Quarta-feira,1,8
893,Vail,CO,Triangle,2001-08-01,01:00,Quarta-feira,1,8
894,Louisville,KY,Unknown,2001-08-01,01:00,Quarta-feira,1,8
895,Hanford,CA,Disk,2001-09-30,14:25,Domingo,30,9
896,Benton,LA,Sphere,2001-09-30,00:00,Domingo,30,9
897,Richmond,VA,Other,2001-09-28,23:00,Sexta-feira,28,9
898,Fulton County (southern location in),GA,Rectangle,2001-09-28,21:30,Sexta-feira,28,9
899,Madison,MS,Changing,2001-09-27,03:00,Quinta-feira,27,9
900,Topaz Lake,NV,Oval,2001-09-22,22:00,Sábado,22,9
901,Chatfield,TX,Oval,2001-09-21,19:30,Sexta-feira,21,9
902,Renton,WA,Flash,2001-09-20,23:00,Quinta-feira,20,9
903,Middleboro,MA,Rectangle,2001-09-20,23:00,Quinta-feira,20,9
904,Lakewood,CO,Sphere,2001-09-20,19:15,Quinta-feira,20,9
905,Arroyo Grande,CA,Sphere,2001-09-19,19:00,Quarta-feira,19,9
906,Wilmington,OH,Circle,2001-09-17,01:00,Segunda-feira,17,9
907,Blackwood,NJ,Disk,2001-09-15,20:30,Sábado,15,9
908,Tulsa,OK,Disk,2001-09-15,15:30,Sábado,15,9
909,Gladstone,MI,Light,2001-09-15,04:00,Sábado,15,9
911,Traverse City,MI,Rectangle,2001-09-14,21:00,Sexta-feira,14,9
912,Berne,NY,Light,2001-09-13,22:00,Quinta-feira,13,9
913,Chicago,IL,Other,2001-09-13,21:15,Quinta-feira,13,9
914,Bordentown,NJ,Triangle,2001-09-12,20:30,Quarta-feira,12,9
915,Blackshear,GA,Light,2001-09-12,18:00,Quarta-feira,12,9
916,Big Sur,CA,Fireball,2001-09-12,12:00,Quarta-feira,12,9
917,Sacramento,CA,Disk,2001-09-12,07:30,Quarta-feira,12,9
918,Boise,ID,Other,2001-09-12,03:00,Quarta-feira,12,9
919,Los Angeles,CA,Circle,2001-09-12,00:00,Quarta-feira,12,9
920,Mesa,AZ,Circle,2001-09-11,20:30,Terça-feira,11,9
921,Nashville,TN,Triangle,2001-09-11,20:00,Terça-feira,11,9
923,New York City,NY,Sphere,2001-09-11,12:00,Terça-feira,11,9
924,New York,NY,Triangle,2001-09-11,09:05,Terça-feira,11,9
925,"Washington, D.C.",DC,Circle,2001-09-11,09:00,Terça-feira,11,9
926,Monticello,WI,Formation,2001-09-11,09:00,Terça-feira,11,9
927,New York,NY,Light,2001-09-11,09:00,Terça-feira,11,9
928,Hawley,MN,Cigar,2001-09-11,06:00,Terça-feira,11,9
929,New York City (Brooklyn),NY,Other,2001-09-11,06:00,Terça-feira,11,9
931,McMinnville,OR,Unknown,2001-09-10,23:00,Segunda-feira,10,9
932,Highlands Ranch,CO,Formation,2001-09-10,22:30,Segunda-feira,10,9
933,Salt Lake City,UT,Triangle,2001-09-10,21:00,Segunda-feira,10,9
934,Austin,TX,Triangle,2001-09-10,19:00,Segunda-feira,10,9
935,San Diego,CA,Unknown,2001-09-09,15:00,Domingo,9,9
936,Guntersville,AL,Light,2001-09-05,20:45,Quarta-feira,5,9
937,Winter Springs,FL,Triangle,2001-09-01,23:00,Sábado,1,9
939,West Sedona,AZ,Light,2001-09-01,21:00,Sábado,1,9
940,Gig Harbor,WA,Cigar,2001-09-01,19:00,Sábado,1,9
941,Philadelphia,PA,Fireball,2001-09-01,16:30,Sábado,1,9
942,Athens,GA,Triangle,2001-09-01,03:00,Sábado,1,9
943,Glendora,CA,Disk,2001-10-31,20:00,Quarta-feira,31,10
944,Roswell,NM,Unknown,2001-10-31,20:00,Quarta-feira,31,10
945,Glendora,CA,Disk,2001-10-31,20:00,Quarta-feira,31,10
946,Monterey,CA,Changing,2001-10-31,17:30,Quarta-feira,31,10
947,Johnstown,PA,Rectangle,2001-10-30,21:45,Terça-feira,30,10
