,City,Shape,Quantidade
6669,Arroyo Grande,Triangle,7.0
6680,Los Angeles,Cigar,249.0
6682,Los Angeles,Changing,249.0
6684,North Hollywood (San Fernando Valley),Sphere,1.0
6685,Mission Viejo,Formation,24.0
6692,Canyon Lake,Light,7.0
6702,San Dimas,Oval,10.0
6711,San Dimas,Oval,10.0
6712,Santa Monica,Changing,22.0
6722,Blythe,Disk,6.0
6727,Modesto,Triangle,67.0
6739,Atascadero,Light,6.0
6741,Temecula,Formation,47.0
6761,San Diego (Carmel Mountain),Light,1.0
6783,Redwood City,Triangle,12.0
6790,Garden Grove,Cylinder,29.0
6791,Merced,Sphere,19.0
6795,Poway,Light,6.0
6798,San Diego,Fireball,269.0
6804,Hollywood,Fireball,15.0
6810,San Carlos,Oval,5.0
6811,Rialto,Light,13.0
6814,Boyes Hot Springs,Formation,1.0
6842,Santa Rosa,Light,67.0
6844,Beale AFB,Light,2.0
6849,Moreno Valley,Egg,25.0
6854,Indio,Fireball,24.0
6864,Orland,Light,13.0
6866,Sonora,Unknown,11.0
6869,Fremont,Disk,27.0
6874,Soquel,Unknown,4.0
6880,Brentwood,Circle,9.0
6886,San Jose,Cigar,159.0
6888,Pasadena,Unknown,24.0
6930,Chico,Circle,28.0
6964,Santa Maria,Other,20.0
6969,Irvine,Circle,53.0
6981,Palmdale,Triangle,34.0
6984,Brentwood,Fireball,9.0
6993,Irvine,Circle,53.0
6995,Los Angeles,Unknown,249.0
7010,Bakersfield,Light,63.0
7013,Castroville,Triangle,1.0
7022,Richmond,Disk,12.0
7023,Anaheim,Light,60.0
7034,Castro Valley,Triangle,16.0
7048,Orange,Light,30.0
7053,San Rafael,Light,24.0
7056,Cottonwood,Light,5.0
7064,Mariposa,Flash,5.0
7070,Rancho Cucamonga,Light,32.0
7086,Costa Mesa,Unknown,19.0
7107,Spring Valley,Fireball,13.0
7110,Clearlake,Light,4.0
7111,Palo Alto,Sphere,11.0
7114,Mulege (Baja California) (Mexico),Changing,1.0
7120,San Clemente,Other,24.0
7121,Garden Grove,Disk,29.0
7126,Rohnert Park,Unknown,20.0
7160,Santa Ana,Rectangle,35.0
7171,Gilroy,Light,12.0
7181,Sacramento,Changing,175.0
7187,Corona,Circle,53.0
7188,Corona,Fireball,53.0
7198,Vacaville,Disk,24.0
7213,Paso Robles,Other,13.0
7219,Cottonwood,Changing,5.0
7231,Berkeley,Unknown,23.0
7249,San Rafael,Changing,24.0
7251,Santa Ana,Light,35.0
7252,Sacramento,Fireball,175.0
7260,Rancho Cucamonga,Circle,32.0
7266,Cupertino,Circle,5.0
7292,Cerritos,Unknown,8.0
7307,Visalia,Light,35.0
7321,San Diego,Triangle,269.0
7339,Santa Barbara,Other,54.0
7346,Corona del Mar,Circle,6.0
7354,Covina,Light,20.0
7357,Irvine,Circle,53.0
7372,Lancaster,Circle,28.0
7375,California City,Triangle,2.0
7376,San Diego,Cigar,269.0
7399,Corona,Triangle,53.0
7415,Marysville,Sphere,9.0
7422,Madera,Light,18.0
7437,Redondo Beach,Egg,25.0
7438,Davis,Circle,23.0
7463,San Diego,Unknown,269.0
7465,San Bernadino,Light,2.0
7491,Laguna Beach,Circle,15.0
7511,Lake Isabella,Circle,2.0
7515,Gilroy,Light,12.0
7530,San Juan Capistrano,Disk,8.0
7532,Petaluma,Unknown,22.0
7533,San Diego,Triangle,269.0
7535,Tulare,Rectangle,5.0
7545,Sonoma,Cross,23.0
7546,Irvine,Circle,53.0
7552,San Diego,Other,269.0
7558,Palmdale,Light,34.0
7562,Old Station,Light,2.0
7569,North Hollywood,Circle,21.0
7570,Chino Hills,Diamond,9.0
7572,Big Bear,Light,3.0
7587,Santa Barbara,Unknown,54.0
7589,Ventura,Chevron,47.0
7591,Torrance,Light,33.0
7595,Fresno (20 min. N of),Egg,1.0
7604,Rancho Santa Margarita,Light,10.0
7608,Borrego Springs,Oval,5.0
7618,San Juan Bautista,Fireball,2.0
7649,Santa Clara,Unknown,17.0
7653,Grenada,Light,2.0
7656,Mountain View,Formation,8.0
7660,Hemet,Light,27.0
7689,Lake Forest,Oval,11.0
7691,Joshua Tree National Park,Light,3.0
7693,Woodland,Cigar,12.0
7694,Shafter VOR (in flight),Cylinder,1.0
7713,Castro Valley,Triangle,16.0
7732,Felton,Teardrop,5.0
7739,Susanville,Circle,8.0
7760,Three Rocks,Light,2.0
7761,San Lorenzo,Light,1.0
7767,Vallejo,Changing,18.0
7780,Foster City,Sphere,4.0
7783,Palmdale,Sphere,34.0
7793,Irvine,Circle,53.0
7796,San Diego,Circle,269.0
7830,Fresno,Triangle,96.0
7831,Fresno,Triangle,96.0
7841,Clovis,Circle,29.0
7873,Capitola,Chevron,9.0
7897,Covina,Sphere,20.0
7919,Guerneville,Other,1.0
7923,Visalia,Formation,35.0
7927,Cerritos,Other,8.0
7930,San Diego,Flash,269.0
7949,Corona,Cylinder,53.0
7950,Berkeley,Light,23.0
7952,Sacramento (180 mi. S of; on Interstate 5),Unknown,2.0
7953,Sacramento (180 mi. S of; on Interstate 5),Light,2.0
7961,San Diego,Disk,269.0
7962,Truckee,Unknown,5.0
7963,Sonora,Light,11.0
7967,Oakland,Oval,49.0
7976,Palmdale,Light,34.0
7986,Fresno,Sphere,96.0
7988,Simi Valley,Triangle,34.0
7993,Huntington Beach,Sphere,63.0
7996,Atascadero,Cylinder,6.0
8001,Fresno,Oval,96.0
8008,Pomona,Light,27.0
8020,San Jose,Other,159.0
8024,Sacramento,Triangle,175.0
8031,Costa Mesa,Circle,19.0
8057,Los Osos,Diamond,4.0
8066,oceanside,Fireball,1.0
8069,Rural Amador County,Triangle,1.0
8084,Coalinga,Triangle,9.0
8093,Laguna Hills,Rectangle,14.0
8096,China Lake,Disk,1.0
8097,Fort Irwin,Triangle,2.0
8120,Yuba City,Triangle,10.0
8137,San Bernardino,Light,39.0
8144,Irvine,Circle,53.0
8150,Los Angeles,Sphere,249.0
8178,Hesperia,Light,13.0
8180,Chico,Circle,28.0
8191,Ramona,Unknown,7.0
8200,Cambria/San Luis Obispo County,Light,1.0
8217,Fullerton,Changing,25.0
8234,Santa Rosa,Light,67.0
8235,Pine Valley,Sphere,1.0
8253,Lone Pine,Circle,3.0
8256,San Bernadino,Unknown,2.0
8262,Irvine,Circle,53.0
8296,Riverside,Fireball,67.0
8305,Spring Valley,Other,13.0
8306,La Mesa,Unknown,19.0
8307,Spring Valley,Fireball,13.0
8316,Los Angeles,Circle,249.0
8323,Lake Arrowhead,Fireball,8.0
8330,Irvine,Circle,53.0
8334,Saddleback,Circle,1.0
8335,San Diego,Sphere,269.0
8352,Paso Robles,Unknown,13.0
8355,Escondido,Cylinder,55.0
8363,Santa Barbara,Oval,54.0
8367,Santa Monica,Circle,22.0
8368,Placerville,Light,10.0
8379,Culver City,Cigar,11.0
8383,Yucaipa,Oval,14.0
8387,Chino Hills (seen from),Circle,1.0
8398,Petaluma,Sphere,22.0
8402,Clovis/Fresno,Triangle,1.0
8412,Los Angeles,Cigar,249.0
8414,Moreno Valley,Triangle,25.0
8416,Dinuba,Triangle,4.0
8432,Aliso Viejo,Disk,11.0
8441,San Luis Obispo,Circle,14.0
8471,Pacheco,Circle,2.0
8490,Fresno,Light,96.0
8496,San Ysidro,Light,3.0
8510,Porterville,Triangle,20.0
8526,Fountain valley,Circle,1.0
8547,Sacramento,Formation,175.0
8551,Sacramento,Light,175.0
8552,Chico,Light,28.0
8557,Vacaville,Changing,24.0
8560,Foster City,Unknown,4.0
8570,Canoga Park,Cigar,12.0
8574,Sacramento,Cigar,175.0
8577,Rancho Cucamonga,Oval,32.0
8578,Rancho Cucamonga,Oval,32.0
8587,South Lake Tahoe,Formation,10.0
8594,Redding,Light,45.0
8606,San Jose,Triangle,159.0
8610,Santa Rosa,Chevron,67.0
8611,Santa Rosa,Chevron,67.0
8613,Irvine,Sphere,53.0
8624,Vallejo,,18.0
8656,New Castle,Sphere,1.0
8670,San Rafael,Triangle,24.0
8678,Long Beach,Formation,91.0
8682,Sacramento,Sphere,175.0
8690,Azusa,Fireball,11.0
8693,Hesperia,Light,13.0
8696,Alameda,Light,11.0
8716,Los Angeles,Other,249.0
8720,Los Angeles,Triangle,249.0
8721,Grenada,Fireball,2.0
8722,Pittsburg/Antioch,Fireball,3.0
8723,Sonora,Light,11.0
8724,Oakdale,Fireball,7.0
8746,Oakhurst,Triangle,1.0
8771,San Diego,Light,269.0
8775,Rohnert Park,Formation,20.0
8783,Sonora,Light,11.0
8793,Los Angeles,Fireball,249.0
8819,Riverside,Light,67.0
8826,Napa,Light,27.0
8858,Newport Beach,Sphere,27.0
8860,Richmond,Circle,12.0
8882,Williams,Chevron,2.0
8917,El Cajon,Light,49.0
8925,Corona,Circle,53.0
8938,Burbank,Light,48.0
8943,Los Angeles,Sphere,249.0
8970,Woodland Hills,Circle,15.0
8972,Costa Mesa,Circle,19.0
8973,Vista,Triangle,21.0
8982,Huntington Beach,Other,63.0
8992,Mission Viejo/Trabuco Canyon,Circle,1.0
9003,Long Beach,Fireball,91.0
9014,Bakersfield,Triangle,63.0
9017,Irvine,Circle,53.0
9024,San Carlos,Formation,5.0
9034,Oroville,Triangle,12.0
9036,Bodega Bay,Cigar,1.0
9037,Santa Barbara,Light,54.0
9040,Placerville,Triangle,10.0
9044,Coalinga,Oval,9.0
9048,Tracy,Cigar,18.0
9049,Glendale,Triangle,25.0
9055,San Diego,,269.0
9071,Goleta,Cigar,16.0
9072,Taft,Formation,7.0
9094,San Francisco,Triangle,122.0
9104,Livermore,Unknown,18.0
9141,Laguna Niguel,Triangle,17.0
9153,La Crescenta,Sphere,5.0
9154,Studio City,Light,9.0
9155,Agoura Hills,Disk,5.0
9156,Anaheim,,60.0
9173,Antelope,Other,10.0
9179,Orange,Formation,30.0
9191,Grover Beach,Triangle,5.0
9192,Santa Maria,Oval,20.0
9234,Irvine (enroute to),Triangle,1.0
9235,Tracy (20 miles outside of; on I-5),Triangle,1.0
9249,Novato,Other,11.0
9253,Modesto (on I-5; 130 miles south of Sacramento),Triangle,1.0
9256,Tujunga,Other,6.0
9265,Moreno Valley,Unknown,25.0
9295,Rowland Heights,Unknown,3.0
9309,Chicoe,Light,1.0
9315,Irvine,Changing,53.0
9325,Bryson,Light,1.0
9327,Torrance,Cylinder,33.0
9328,Monte Nido,Cigar,1.0
9329,Emeryville,Circle,5.0
9357,San Diego,Light,269.0
9378,Monterey,Cylinder,24.0
9411,Hanford,Cylinder,7.0
9412,Hemet,Unknown,27.0
9425,Cameron Park,Light,3.0
9426,Monterey,Light,24.0
9445,Elk Grove,Sphere,33.0
9471,Hayward,Light,26.0
9474,Sacramento,Cigar,175.0
9477,Rock Creek Lake,Light,1.0
9478,Point Mugu,Sphere,2.0
9483,Danville,Chevron,5.0
9497,"Hwy 168, Bristle Cone Pine Forrest",Sphere,1.0
9507,Los Angeles,Circle,249.0
9508,Livermore,Triangle,18.0
9514,Van Nuys,Circle,19.0
9538,Sacramento,Sphere,175.0
9548,Redondo Beach,Circle,25.0
9557,Irvine/Newport Beach,Disk,1.0
9563,Los Angeles,Cigar,249.0
9576,Irvine,Circle,53.0
9578,Irvine,,53.0
9581,West Los Angeles,Unknown,7.0
9613,Indio,Oval,24.0
9614,Bakersfield,Circle,63.0
9629,Mission Viejo,Light,24.0
9633,Claremont,Circle,10.0
9644,Irvine,Oval,53.0
9646,Quincy,Light,7.0
9649,Long Beach,Sphere,91.0
9650,Laguna Hills,Disk,14.0
9651,Riverside,Oval,67.0
9652,Lakewood,Sphere,15.0
9653,Manteca (above; in flight),Other,1.0
9660,Los Angeles,Formation,249.0
9665,Mountain View,Light,8.0
9668,Huntington Beach,Rectangle,63.0
9673,Oak View,Egg,2.0
9682,Quincy,Triangle,7.0
9728,Claremont,Circle,10.0
9732,Dublin,Flash,9.0
9749,Los Angeles,Flash,249.0
9750,Escondido,Diamond,55.0
9758,Taft,Changing,7.0
9764,Stanislaus/Calaveras Counties (rural),Light,1.0
9770,Modesto,Light,67.0
9781,San Diego (Clairmont),Circle,1.0
9787,San Diego area (on highway; beside Camp Pendleton),,1.0
9799,Buena Park,Fireball,14.0
9803,Chino,Light,16.0
9811,San Diego,Light,269.0
9812,Mission Hills,Cigar,4.0
9813,Mountain House,Circle,1.0
9817,Corona,Light,53.0
9820,San Diego,Formation,269.0
9821,San Diego,Formation,269.0
9839,San Diego,Circle,269.0
9843,Carmichael,Flash,12.0
9852,Death Valley,Oval,2.0
9854,Modesto,Other,67.0
9855,Coto de Caza,Other,2.0
9863,Palm Springs,Triangle,36.0
9875,Sebastopol,Other,11.0
9896,Sacramento,Cigar,175.0
9906,La Crescenta,Circle,5.0
9908,Monterey,Triangle,24.0
9910,San Diego,Changing,269.0
9911,San Diego,Circle,269.0
9915,Los Angeles,Unknown,249.0
9920,San Marcos,Formation,13.0
9925,San Diego,Triangle,269.0
9926,San Diego,Triangle,269.0
9927,San Diego,Other,269.0
9928,Cathedral City,Unknown,15.0
9933,Palm Springs,Other,36.0
9935,Montebello,Sphere,9.0
9936,Elk Grove,Other,33.0
9939,San Diego,Disk,269.0
9941,Fullerton,Cone,25.0
9945,Irvine,Circle,53.0
9956,Lompoc,Cylinder,7.0
9958,Dublin,Light,9.0
9971,San Diego,Circle,269.0
9978,Pasadena,Other,24.0
9981,Pleasant Hill,Unknown,5.0
9982,Galt,Fireball,7.0
9984,Redding,Unknown,45.0
9985,Los Angeles,Formation,249.0
9986,Redondo Beach,Formation,25.0
9998,El Cajon,Formation,49.0
10014,Rancho Santa Margarita,Circle,10.0
10015,Burbank (over area),Triangle,1.0
10016,Morgan Hill,Fireball,11.0
10017,San Jose,Disk,159.0
10020,Tarzana,Flash,6.0
10040,Lower Lake,Rectangle,2.0
10045,Bishop,Other,7.0
10048,Lincoln,Sphere,16.0
10049,Madera,Light,18.0
10056,Fullerton,Fireball,25.0
10057,Corona del Mar,Oval,6.0
10058,Corona del Mar,Circle,6.0
10065,Quincy,Light,7.0
10077,Corona,Other,53.0
10083,San Francisco,Other,122.0
10087,Santa Margarita/Irvine,Disk,1.0
10093,Rocklin,Light,13.0
10094,Discovery Bay,Other,5.0
10095,Discovery Bay,Other,5.0
10096,Indio,Fireball,24.0
10113,Newport Beach,Circle,27.0
10114,Pleasanton,Disk,15.0
10115,Pleasanton,Disk,15.0
10118,San Rafael,Changing,24.0
10130,Santa Monica,Other,22.0
10133,San Carlos (of San Diego),Light,1.0
10136,San Diego,Light,269.0
10142,Los Angeles,Rectangle,249.0
10143,San Diego,Sphere,269.0
10147,Antioch,Circle,38.0
10152,Vista,Other,21.0
10153,Santa Rosa,Other,67.0
10159,Palm Desert,Other,26.0
10166,Carlsbad,Triangle,39.0
10169,Vista,Light,21.0
10172,Westwood,Diamond,4.0
10173,Hacienda Heights,Formation,2.0
10186,Irvine,Other,53.0
10188,Clovis,Other,29.0
10194,Burbank,Unknown,48.0
10209,Alta Loma,Circle,3.0
10210,Van Nuys,Formation,19.0
10216,Tustin,Disk,12.0
10217,San Martin,Unknown,2.0
10224,Los Alamos,Unknown,3.0
10225,Los Angeles,Circle,249.0
10227,San Marino,Diamond,1.0
10229,Los Angeles,Circle,249.0
10234,San Diego,Light,269.0
10238,San Diego,Light,269.0
10239,San Diego,Light,269.0
10244,El Centro,Unknown,14.0
10260,Fresno,Disk,96.0
10261,Irvine,Circle,53.0
10262,Mission Viejo/Lake Forest,Disk,1.0
10273,Los Angeles,Cylinder,249.0
10279,San Lucas,Sphere,1.0
10284,El Cerrito,Disk,5.0
10293,Manhattan Beach,Fireball,9.0
10296,Santa Barbara/Goleta,Sphere,1.0
10306,Sacramento,Cigar,175.0
10307,Orland,Triangle,13.0
10318,Los Angeles,Unknown,249.0
10331,Los Angeles,Oval,249.0
10334,Isla Vista (UCSB),Oval,1.0
10344,Santa Ana,Light,35.0
10346,Chico,Fireball,28.0
10353,San Jacinto,Other,15.0
10355,Pleasanton,Rectangle,15.0
10387,Fair Oaks,Rectangle,8.0
10390,Penn Valley,Teardrop,6.0
10395,Dinuba,Unknown,4.0
10399,San Francisco,Light,122.0
10402,Carpinteria/Santa Barbara,Unknown,1.0
10406,Alamo,Formation,2.0
10436,Hemet,Triangle,27.0
10448,Burbank,Light,48.0
10451,Oceanside,Circle,32.0
10466,Los Angeles,Other,249.0
10472,Murrieta,Cigar,23.0
10473,Stockton,,34.0
10480,Pico Rivera,Disk,9.0
10488,Paradise,Sphere,6.0
10491,Irvine,Circle,53.0
10496,Lake Elsinore,Sphere,23.0
10497,Lake Elsinore,Oval,23.0
10516,Santa Rosa,Teardrop,67.0
10521,Burbank,Formation,48.0
10529,Mt. Laguna,Circle,2.0
10531,Northridge,Triangle,8.0
10533,Santa Clarita/Palmdale (between),Formation,1.0
10548,Corona,Light,53.0
10549,San Diego,Flash,269.0
10550,Lost Hills,Fireball,1.0
10565,Los Angeles,Rectangle,249.0
10566,Fullerton,Fireball,25.0
10567,Yorba Linda,Light,12.0
10568,Placentia,Oval,9.0
10569,Yorba Linda,Fireball,12.0
10570,Yorba Linda,Fireball,12.0
10571,Anaheim,Fireball,60.0
10572,Anaheim/Brea/Diamond Bar,Oval,1.0
10577,Brea,Fireball,7.0
10587,Davis,Fireball,23.0
10603,Hayward,Oval,26.0
10620,Milpitas,Circle,9.0
10631,Taft,Disk,7.0
10647,Lancaster,Circle,28.0
10652,Janesville,Triangle,4.0
10655,Morgan Hill,Other,11.0
10671,La Mesa,Changing,19.0
10673,Burbank,Light,48.0
10679,Davis,Circle,23.0
10699,Adelanto,Triangle,3.0
10701,Azusa,Disk,11.0
10702,Half Moon Bay,Changing,6.0
10725,Long Beach (just south on the 405),Light,1.0
10726,Compton,Fireball,6.0
10727,Lakewood/South Gate/Lnywood  (105 East Freeway),Light,1.0
10736,San Bernardino,Circle,39.0
10738,Highland,Sphere,8.0
10757,Pomona,Circle,27.0
10758,Goleta,Triangle,16.0
10759,Ukiah,Other,14.0
10768,San Francisco,Light,122.0
10770,Long Beach,Other,91.0
10771,Redondo Beach,Flash,25.0
10777,Norwalk,Triangle,21.0
10783,Santa Monica,Changing,22.0
10787,Riverside,Fireball,67.0
10800,Laguna Niguel,Light,17.0
10817,Lancaster,Light,28.0
10822,Livermore,Cylinder,18.0
10830,San Jose,Triangle,159.0
10838,Palm Desert,Triangle,26.0
10845,Los Angeles (LAX),Changing,1.0
10896,Anaheim,Circle,60.0
10905,Temecula,Circle,47.0
10915,Westwood,Diamond,4.0
10918,Downey,Formation,14.0
10924,Yreka,Cylinder,4.0
10937,San Diego,Light,269.0
10938,Santa Barbara,Other,54.0
10943,San Diego,Light,269.0
10946,Citrus Heights,Formation,17.0
10948,La Jolla,Light,15.0
10950,San Diego,Light,269.0
10951,San Diego,Light,269.0
10953,San Diego,Light,269.0
10955,Burbank,Light,48.0
10959,Antioch,Light,38.0
10960,Fremont,Formation,27.0
10962,El Cajon,Triangle,49.0
10963,Burbank,Light,48.0
10965,Burbank,Circle,48.0
10978,Allendale,Triangle,1.0
10988,Dublin,Diamond,9.0
10992,Foothill Ranch,Light,4.0
10996,Laguna Niguel,Chevron,17.0
11000,San Diego,Disk,269.0
11002,Lee Vining,Rectangle,2.0
11005,Cardiff,Changing,2.0
11011,San Fernando,Cigar,7.0
11013,Long Beach,Triangle,91.0
11019,Napa,Light,27.0
11023,San Francisco,Sphere,122.0
11024,Benicia,Triangle,10.0
11029,Riverside,Circle,67.0
11043,La Habra,Rectangle,9.0
11048,Castro Valley,Disk,16.0
11050,Huntington Beach,Disk,63.0
11053,Murrieta,Triangle,23.0
11067,San Jose,Teardrop,159.0
11086,Los Angeles,Circle,249.0
11089,Penn Valley,Light,6.0
11100,Brea,Light,7.0
11138,San Francisco,Light,122.0
11142,Hughson,Changing,1.0
11143,San Diego,Formation,269.0
11147,Carlsbad,Light,39.0
11150,Sacramento,Flash,175.0
11158,San Francisco,Triangle,122.0
11170,Carlsbad,Light,39.0
11174,Los Angeles,Light,249.0
11188,Los Angeles County,,1.0
11204,Los Gatos,Circle,5.0
11211,Cloverdale,Disk,6.0
11215,Carlsbad/Leucaida,Cylinder,1.0
11228,Burbank,Sphere,48.0
11233,Whittier,Light,28.0
11239,Corona,Egg,53.0
11244,San Francisco,Changing,122.0
11250,Dana Point,Disk,15.0
11253,Ukiah,Disk,14.0
11254,Covina,Rectangle,20.0
11263,Carlsbad,Other,39.0
11280,Manhattan Beach,Light,9.0
11283,San Jose,Unknown,159.0
11284,San Jose,Unknown,159.0
11288,Garden Grove,Flash,29.0
11289,Laguna Niguel,Fireball,17.0
11298,Menifee,Circle,20.0
11305,Granite Bay,Other,7.0
11307,San Francisco,Formation,122.0
11312,Victorville,Fireball,15.0
11327,Garden Grove,Light,29.0
11329,Garden Grove,Light,29.0
11335,Santa Barbara,Formation,54.0
11341,Monterey Park,Fireball,4.0
11363,Canyon Country,Disk,7.0
11365,Salton Sea,Egg,3.0
11378,Sacramento,Unknown,175.0
11390,Napa,Triangle,27.0
11398,Berkeley,Oval,23.0
11400,Orange,Changing,30.0
11404,Solvang,Changing,3.0
11409,Redlands,Light,20.0
11410,Los Angeles,Egg,249.0
11411,Los Angeles,Cone,249.0
11414,San Diego,Triangle,269.0
11419,Santa Barbara,Chevron,54.0
11423,Modesto,Circle,67.0
11428,Tahoe City,Unknown,4.0
11429,Tahoe City,Unknown,4.0
11432,Torrance,Diamond,33.0
11435,Berkeley,Changing,23.0
11444,Graton,Unknown,1.0
11455,Fremont,Formation,27.0
11457,Lake Isabella,Chevron,2.0
11459,Isabella,Changing,1.0
11463,Calabasas,Oval,5.0
11480,Oceanside,Sphere,32.0
11485,Palm Springs,Other,36.0
11490,San Francisco,,122.0
11507,San Diego,Formation,269.0
11518,Fortuna,Sphere,5.0
11525,Crestline,Sphere,6.0
11538,Santa Ana,Disk,35.0
11543,Carlsbad,Chevron,39.0
11544,Milpitas,Other,9.0
11547,Simi Valley,Sphere,34.0
11552,Redlands,Oval,20.0
11555,Santa Cruz (SW of),Rectangle,1.0
11585,Rialto,Disk,13.0
11586,San Jose,Sphere,159.0
11593,Vallejo,Other,18.0
11613,Fontana,Light,23.0
11644,San Francisco,Formation,122.0
11649,Calimesa,Sphere,3.0
11657,Long Beach,Oval,91.0
11662,Canoga Park,Unknown,12.0
11664,San Francisco,Formation,122.0
11665,San Diego,Unknown,269.0
11667,Millbrae,Triangle,2.0
11670,San Francisco,Sphere,122.0
11675,Knights Ferry,Chevron,1.0
11679,Huntington Park,Changing,3.0
11680,Chico,Light,28.0
11690,South Lake Tahoe,Sphere,10.0
11702,Topanga,Circle,2.0
11726,Woodland,Formation,12.0
11736,San Diego,Unknown,269.0
11741,Sonoma,Triangle,23.0
11762,San Jose,Triangle,159.0
11771,Irvine,Circle,53.0
11774,Acton,Unknown,2.0
11781,Coalinga,Triangle,9.0
11804,Santa Monica,Triangle,22.0
11808,Joshua Tree,Circle,9.0
11811,Los Angeles,Disk,249.0
11818,Oakland,Oval,49.0
11831,Redding,Egg,45.0
11836,Redding,Egg,45.0
11858,Santa Cruz,Rectangle,35.0
11872,Daly City,,10.0
11873,Venice,Light,19.0
11875,Newark,Disk,4.0
11880,San Jacinto,Cylinder,15.0
11898,Twenty Nine Palms,Disk,6.0
11899,Lake Arrowhead,Oval,8.0
11900,San Francisco,Triangle,122.0
11903,Sherman Oaks,Fireball,22.0
11905,Norwalk,Light,21.0
11910,Merced,Light,19.0
11922,Warner Springs,Circle,3.0
11925,Monterey,Light,24.0
11926,San Diego,Triangle,269.0
11944,San Jose,Diamond,159.0
11945,Newark,Fireball,4.0
11947,Rowland Heights,Diamond,3.0
11969,Costa Mesa,Changing,19.0
11970,Desert Hot Springs,Light,11.0
11975,Sacramento,Unknown,175.0
11978,Valencia,Light,8.0
11979,Porter Ranch,Sphere,5.0
11987,Pismo,Light,4.0
11991,Lucerne,Light,1.0
11992,Sonora,Other,11.0
11997,San Diego,Flash,269.0
12002,Shafter,Light,4.0
12003,San Jose,Changing,159.0
12006,Glendale,Unknown,25.0
12008,Vacaville,Disk,24.0
12018,Arcata,Light,13.0
12023,Los Osos,Light,4.0
12035,San Diego,Other,269.0
12037,Fremont,Oval,27.0
12057,Brentwood,Chevron,9.0
12058,Brentwood,Chevron,9.0
12060,Brentwood (contra costa),Other,1.0
12064,Sanger,Light,2.0
12082,Pomona,Unknown,27.0
12091,Los Angeles,Cigar,249.0
12096,Sanger,Circle,2.0
12099,Laguna Hills,Rectangle,14.0
12103,Irvine,Circle,53.0
12124,Escondido,Light,55.0
12127,Covina,Triangle,20.0
12135,Paramount,Cone,8.0
12138,Yucaipa,Circle,14.0
12150,Newport Beach,Disk,27.0
12152,Hollywood,Triangle,15.0
12164,San Jose,Sphere,159.0
12175,Watsonville,Cross,9.0
12189,Murrieta,Disk,23.0
12194,Fresno,Unknown,96.0
12207,Placerville,Disk,10.0
12213,Ventura,Chevron,47.0
12224,Simi Valley,Circle,34.0
12226,Hayward,Circle,26.0
12233,Simi Valley,Light,34.0
12241,Morro Bay,Sphere,3.0
12247,Mammoth Lakes,Light,3.0
12265,Irvine,Circle,53.0
12283,Escondido,Light,55.0
12287,Orange County,Unknown,2.0
12289,San Diego,Sphere,269.0
12299,Westlake Village,Fireball,3.0
12304,Hayfork,Fireball,2.0
12306,Folsom,Circle,17.0
12311,Ramona (near),Light,1.0
12320,Herald,Disk,1.0
12341,Canyon Country,Unknown,7.0
12354,Marina,Other,3.0
12356,Los Angeles,Egg,249.0
12357,Upland,Disk,17.0
12362,San Diego,Flash,269.0
12381,San Francisco,Sphere,122.0
12383,I-10 (?) (CA to AZ),Formation,1.0
12387,Santa Clarita,Triangle,17.0
12392,San Diego,Oval,269.0
12399,Palm Springs,Triangle,36.0
12404,Irvine,Circle,53.0
12411,San Francisco,Light,122.0
12432,Rialto,Circle,13.0
12439,Norwich,Light,1.0
12450,Corona del Mar,Changing,6.0
12451,Earp,Circle,3.0
12460,Los Angeles (downtown),Oval,2.0
12464,Valencia,Triangle,8.0
12467,Cherry Valley,Light,2.0
12476,Bakesrsfield,Diamond,1.0
12504,Clovis,Circle,29.0
12506,Valley Village,Sphere,5.0
12507,Bakersfield,Disk,63.0
12513,Manteca,Other,15.0
12515,Salinas,Light,23.0
12520,San Ramon,Disk,12.0
12534,Lone Pine,Oval,3.0
12544,Costa Mesa,Other,19.0
12609,Simi Valley,Light,34.0
12612,Santa Clara,Rectangle,17.0
12620,Santa Clara,Light,17.0
12622,Agoura Hills,Light,5.0
12629,Lake Arrowhead,Other,8.0
12636,North Hollywood,Sphere,21.0
12644,Winnetka,Teardrop,3.0
12649,Dana Point,Disk,15.0
12650,Lake Forest,Circle,11.0
12659,Petaluma,Cigar,22.0
12664,Parlier,Light,1.0
12669,Cloverdale,Sphere,6.0
12670,Chatsworth,Changing,8.0
12672,Palmdale,Light,34.0
12673,Santa Barbara,Fireball,54.0
12678,San Francisco,Triangle,122.0
12679,Barstow,Oval,10.0
12680,Los Angeles,Cigar,249.0
12682,Fremont,Other,27.0
12684,Ventura,Changing,47.0
12692,Norwalk,Disk,21.0
12693,Norwalk,Oval,21.0
12698,Vallejo,Triangle,18.0
12713,Calexico,Triangle,3.0
12717,Sun City,Fireball,3.0
12735,Chula Vista,Rectangle,26.0
12745,Corona,Fireball,53.0
12746,Orange,Flash,30.0
12748,San Bernardino,Circle,39.0
12749,Castaic,Sphere,2.0
12751,Los Angeles,Fireball,249.0
12755,Pacific Palisades,Flash,4.0
12761,Panorama City,Circle,3.0
12767,Sierra Nevada (Gross Ridge area),Circle,1.0
